title,sinopsis,rating,genre
 Rush Hour,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",7.0,"['Action', 'Comedy', 'Crime']"
 Moulin Rouge!,A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.,7.6,"['Drama', 'Musical', 'Romance']"
 The World's End,Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,6.9,"['Action', 'Comedy', 'Sci-Fi']"
 Ice Age: The Meltdown,"Manny, Sid and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny is not in fact the last of the woolly mammoths.",6.8,"['Animation', 'Adventure', 'Comedy']"
 Panic Room,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room when three men break-in, searching for a missing fortune.",6.8,"['Crime', 'Drama', 'Thriller']"
 Shameless,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.",8.5,"['Comedy', 'Drama']"
 1408,"Author Michael Enslin specializes in debunking paranormal occurrences, checks into the fabled room 1408 in the Dolphin Hotel in New York City, settles in, and soon confronts genuine terror.",6.8,"['Fantasy', 'Horror', 'Mystery']"
 28 Weeks Later,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.",6.9,"['Horror', 'Sci-Fi']"
 Zoolander,"At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.",6.5,['Comedy']
 Dredd,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",7.1,"['Action', 'Crime', 'Sci-Fi']"
 Bad Boys,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,6.8,"['Action', 'Comedy', 'Crime']"
 Rango,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",7.3,"['Animation', 'Action', 'Adventure']"
 Green Lantern,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",5.5,"['Action', 'Adventure', 'Sci-Fi']"
 Hannibal,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target of revenge from a powerful victim.",6.8,"['Crime', 'Drama', 'Thriller']"
 Me Before You,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,7.4,"['Drama', 'Romance']"
 Community,A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,8.5,['Comedy']
 The Patriot,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,7.2,"['Action', 'Drama', 'History']"
 Gone in 60 Seconds,A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.,6.5,"['Action', 'Crime', 'Thriller']"
 Almost Famous,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,7.9,"['Adventure', 'Comedy', 'Drama']"
 Contact,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",7.5,"['Drama', 'Mystery', 'Sci-Fi']"
 Mrs,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",7.1,"['Comedy', 'Drama']"
 Gone Baby Gone,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",7.6,"['Crime', 'Drama', 'Mystery']"
 How the Grinch Stole Christmas,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",6.3,"['Comedy', 'Family', 'Fantasy']"
 Red Dragon,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.",7.2,"['Crime', 'Drama', 'Thriller']"
 Succession,"The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",8.8,"['Comedy', 'Drama']"
 BlacKkKlansman,"Ron Stallworth, an African American police officer from Colorado Springs, Colorado, successfully infiltrates the local Ku Klux Klan branch aided by a Jewish surrogate who eventually becomes its leader. Based on actual events.",7.5,"['Biography', 'Comedy', 'Crime']"
 Wonder Woman 1984,"Wonder Woman finds herself battling two opponents, Maxwell Lord, a shrewd entrepreneur, and Barbara Minerva, a friend-turned-foe. Meanwhile, she also ends up crossing paths with her love interest.",5.4,"['Action', 'Adventure', 'Fantasy']"
 The Platform,"In a prison where inmates are fed on a descending platform, those on the upper levels take more than their fair share while those below are left to starve on scraps and one man decides to change the system.",7.0,"['Horror', 'Mystery', 'Sci-Fi']"
 Aladdin,"Aladdin, a kind thief, woos Jasmine, the princess of Agrabah, with the help of Genie. When Jafar, the grand vizier, tries to usurp the king, Jasmine, Aladdin and Genie must stop him from succeeding.",6.9,"['Adventure', 'Comedy', 'Family']"
 Terminator Genisys,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",6.3,"['Action', 'Adventure', 'Sci-Fi']"
 Dances with Wolves,A lieutenant assigned to a remote Civil War outpost starts questioning his purpose after making contact with a neighboring Sioux settlement.,8.0,"['Adventure', 'Drama', 'Western']"
 The Little Mermaid,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,7.6,"['Animation', 'Adventure', 'Family']"
 The Umbrella Academy,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.",7.8,"['Action', 'Adventure', 'Comedy']"
 Olympus Has Fallen,Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.,6.5,"['Action', 'Thriller']"
 Parks and Recreation,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,8.6,['Comedy']
 Scary Movie,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",6.3,['Comedy']
 The Blair Witch Project,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.",6.5,"['Horror', 'Mystery']"
 The Jungle Book,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",7.3,"['Animation', 'Action', 'Adventure']"
 Clash of the Titans,"Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth.",5.8,"['Action', 'Adventure', 'Fantasy']"
 A Few Good Men,A military lawyer is tasked with defending two US Marines charged with murdering a fellow Marine and intends to prove they were only following their base commander's orders.,7.7,"['Drama', 'Thriller']"
 Before Sunset,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",8.1,"['Drama', 'Romance']"
 The Place Beyond the Pines,A stunt rider turns into a robber in order to lead a happy life with his child and lover and grabs the attention of a police officer. They both get on a collision course that affects their families.,7.3,"['Crime', 'Drama', 'Thriller']"
 Jumanji: The Next Level,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",6.7,"['Action', 'Adventure', 'Comedy']"
 Resident Evil,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.",6.6,"['Action', 'Horror', 'Sci-Fi']"
 Office Space,Three company workers who hate their jobs decide to rebel against their greedy boss.,7.6,['Comedy']
 The Other Guys,"Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.",6.7,"['Action', 'Comedy', 'Crime']"
 A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.",7.2,"['Drama', 'Horror', 'Sci-Fi']"
 Superman Returns,"Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.",6.1,"['Action', 'Adventure', 'Sci-Fi']"
 The Graduate,A disillusioned college graduate finds himself torn between his older lover and her daughter.,8.0,"['Comedy', 'Drama', 'Romance']"
 Jerry Maguire,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",7.3,"['Comedy', 'Drama', 'Romance']"
 Van Helsing,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",6.1,"['Action', 'Adventure', 'Fantasy']"
 Kick-Ass 2,"Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders, but Red Mist leads his own group of evil super-villains to get revenge, kill Kick-Ass, and destroy everything he stands for.",6.5,"['Action', 'Comedy', 'Crime']"
 Sinister,"A controversial true-crime writer finds a box of Super 8 home movies in his new home, revealing that the murder case he is currently researching could be the work of an unknown serial killer whose legacy dates back to the 1960s.",6.8,"['Horror', 'Mystery', 'Thriller']"
 Cinema Paradiso,"Salvatore, a famous film director, returns to his hometown for the funeral of the local theater's film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema.",8.5,"['Drama', 'Romance']"
 Meet the Fockers,All hell breaks loose when the Byrnes family meets the Focker family for the first time.,6.3,"['Comedy', 'Romance']"
 Phone Booth,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",7.1,"['Crime', 'Thriller']"
 Hellboy II: The Golden Army,A prince of the mythical world starts a rebellion against humanity in order to rule the Earth. Hellboy and his team must fight to stop him from locating the all-powerful Golden Army.,7.0,"['Action', 'Adventure', 'Fantasy']"
 RoboCop,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",7.6,"['Action', 'Crime', 'Sci-Fi']"
 Hotel Transylvania,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.",7.0,"['Animation', 'Adventure', 'Comedy']"
 Vanilla Sky,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,6.9,"['Fantasy', 'Mystery', 'Romance']"
 Underworld,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",7.0,"['Action', 'Fantasy', 'Thriller']"
 Toy Story 4,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",7.6,"['Animation', 'Adventure', 'Comedy']"
 John Carter,A war-weary former army captain is inexplicably transported to Mars and reluctantly becomes embroiled in a conflict of epic proportions.,6.6,"['Action', 'Adventure', 'Sci-Fi']"
 Final Destination,"After getting a premonition about a plane crash on his school trip, Alex, a student, saves a few of his classmates. However, their situation gets complicated when death starts chasing them.",6.7,"['Horror', 'Thriller']"
 Road to Perdition,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",7.7,"['Crime', 'Drama', 'Thriller']"
 Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",8.2,"['Comedy', 'Music', 'Romance']"
 Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",7.6,"['Adventure', 'Family', 'Fantasy']"
 Nope,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,6.8,"['Horror', 'Mystery', 'Sci-Fi']"
 Wind River,"A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",7.7,"['Crime', 'Drama', 'Mystery']"
 The Matrix Resurrections,"Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more.",5.6,"['Action', 'Sci-Fi']"
 Robin Hood,"In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",6.6,"['Action', 'Adventure', 'Drama']"
 Boogie Nights,An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.,7.9,['Drama']
 True Lies,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.",7.3,"['Action', 'Comedy', 'Thriller']"
 Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",6.0,['Comedy']
 Firefly,"Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.",8.9,"['Adventure', 'Drama', 'Sci-Fi']"
 Maze Runner: The Scorch Trials,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",6.3,"['Action', 'Adventure', 'Sci-Fi']"
 Glass,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",6.6,"['Drama', 'Horror', 'Sci-Fi']"
 Two and a Half Men,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,7.1,"['Comedy', 'Romance']"
 The Intern,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",7.1,"['Comedy', 'Drama']"
 The Sting,Two grifters team up to pull off the ultimate con.,8.3,"['Comedy', 'Crime', 'Drama']"
 Warcraft,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",6.7,"['Action', 'Adventure', 'Fantasy']"
 The 100,"Set 97 years after a nuclear war destroyed civilization, when a spaceship housing humanity's lone survivors sends 100 juvenile delinquents back to Earth, hoping to repopulate the planet.",7.5,"['Action', 'Drama', 'Sci-Fi']"
 Dark Shadows,"An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",6.2,"['Comedy', 'Fantasy', 'Horror']"
" Crouching Tiger, Hidden Dragon",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,7.9,"['Action', 'Adventure', 'Drama']"
 The Blacklist,"A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.",7.9,"['Crime', 'Drama', 'Mystery']"
 Hannibal,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,8.5,"['Crime', 'Drama', 'Horror']"
 How to Lose a Guy in 10 Days,"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days.",6.5,"['Comedy', 'Romance']"
 The Village,A series of events tests the beliefs of a small isolated countryside village.,6.6,"['Drama', 'Mystery', 'Thriller']"
 Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",6.2,"['Action', 'Adventure', 'Fantasy']"
 Mamma Mia!,"Donna, an independent hotelier, is preparing for her daughter's wedding with the help of two old friends. Meanwhile Sophie, the spirited bride, has a plan. She invites three men from her mother's past in hope of meeting her real father.",6.5,"['Comedy', 'Musical', 'Romance']"
 Saw II,A detective and his team must rescue 8 people trapped in a factory by a man known as Jigsaw.,6.6,"['Horror', 'Mystery']"
 First Blood,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,7.7,"['Action', 'Adventure', 'Thriller']"
 Hulk,"Bruce Banner, a genetics researcher with a tragic past, suffers a lab accident that makes him transform into a raging, giant green monster when angered, making him a target of forces seeking to abuse his power.",5.6,"['Action', 'Sci-Fi']"
 Fantastic Four: Rise of the Silver Surfer,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,5.6,"['Action', 'Adventure', 'Fantasy']"
 Lethal Weapon,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,7.6,"['Action', 'Crime', 'Thriller']"
 For a Few Dollars More,Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,8.2,"['Drama', 'Western']"
 Enemy at the Gates,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,7.5,"['Action', 'Drama', 'War']"
 Focus,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",6.6,"['Comedy', 'Crime', 'Drama']"
 Annie Hall,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",8.0,"['Comedy', 'Romance']"
 It Follows,A young woman is followed by an unknown supernatural force after a sexual encounter.,6.8,"['Horror', 'Mystery', 'Thriller']"
 Non-Stop,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",6.9,"['Action', 'Mystery', 'Thriller']"
 Fantastic Mr,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,7.9,"['Animation', 'Adventure', 'Comedy']"
 Blow,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",7.5,"['Biography', 'Crime', 'Drama']"
 Hook,"When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",6.8,"['Adventure', 'Comedy', 'Family']"
 Dog Day Afternoon,"Three amateur robbers plan to hold up a Brooklyn bank. A nice, simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",8.0,"['Biography', 'Crime', 'Drama']"
 Dawn of the Dead,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",7.2,['Horror']
 Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,7.1,"['Comedy', 'Crime']"
 Coraline,"Wandering her rambling old house in her boring new town, a young girl discovers a hidden door to a strangely idealized version of her life that seems too good to be true.",7.8,"['Animation', 'Drama', 'Family']"
 Bad Boys II,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,6.6,"['Action', 'Comedy', 'Crime']"
 Alien Resurrection,"Two centuries after her death, a powerful human/alien hybrid clone of Ellen Ripley aids a crew of space pirates in stopping the aliens from reaching Earth.",6.2,"['Action', 'Horror', 'Sci-Fi']"
 Lincoln,"As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the slaves.",7.3,"['Biography', 'Drama', 'History']"
 Venom: Let There Be Carnage,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.",5.9,"['Action', 'Sci-Fi', 'Thriller']"
 End of Watch,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends and what happens when they meet criminal forces greater than themselves.",7.6,"['Action', 'Crime', 'Drama']"
 American Pie 2,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",6.4,['Comedy']
 The Adjustment Bureau,The relationship between a politician and a contemporary dancer is affected by mysterious forces keeping them apart.,7.0,"['Crime', 'Drama', 'Mystery']"
 Cruella,"During the 1970s London punk rock revolution, young grifter Estella transforms herself into the raucous, revenge-bent Cruella de Vil.",7.3,"['Adventure', 'Comedy', 'Crime']"
 GoldenEye,"When a powerful secret defense system is stolen, James Bond is assigned to stop a Russian crime syndicate from using it.",7.2,"['Action', 'Adventure', 'Thriller']"
 Scrubs,"In the unreal world of Sacred Heart Hospital, intern John ""J.D."" Dorian learns the ways of medicine, friendship and life.",8.4,"['Comedy', 'Drama']"
 Chappie,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",6.8,"['Action', 'Crime', 'Drama']"
 Identity,"Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one.",7.3,"['Mystery', 'Thriller']"
 Fallout,"In a future, post-apocalyptic Los Angeles brought about by nuclear decimation, citizens must live in underground bunkers to protect themselves from radiation, mutants and bandits.",8.4,"['Action', 'Adventure', 'Drama']"
 The Punisher,"After his revenge on those who murdered his family, aimless Marine veteran Frank Castle finds a new meaning in life as a vigilante known as ""The Punisher"".",8.4,"['Action', 'Crime', 'Drama']"
 Encanto,"An extraordinary family, the Madrigals, live hidden in the mountains of Colombia, in a magical house called an Encanto. The magic of the Encanto has blessed every child in the family with a unique gift - every child except one, Mirabel.",7.2,"['Animation', 'Comedy', 'Family']"
 The Lion King,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",6.8,"['Animation', 'Adventure', 'Drama']"
 Meet Joe Black,"Death, who takes the form of a young man killed in an accident, asks a media mogul to act as his guide to teach him about life on Earth and, in the process, he falls in love with the mogul's daughter.",7.2,"['Drama', 'Fantasy', 'Romance']"
 A Nightmare on Elm Street,"Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in real life.",7.4,['Horror']
 Batman & Robin,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,3.8,"['Action', 'Sci-Fi']"
 Sunshine,A team of international astronauts is sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,7.2,"['Sci-Fi', 'Thriller']"
 Just Go with It,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",6.4,"['Comedy', 'Romance']"
 Dodgeball: A True Underdog Story,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,6.7,"['Comedy', 'Sport']"
 Train to Busan,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",7.6,"['Action', 'Horror', 'Thriller']"
 Vicky Cristina Barcelona,"Two friends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",7.1,"['Comedy', 'Drama', 'Romance']"
 One Piece,"Monkey D. Luffy sets off on an adventure with his pirate crew in hopes of finding the greatest treasure ever, known as the ""One Piece.""",9.0,"['Animation', 'Action', 'Adventure']"
 Extraction,"Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.",6.8,"['Action', 'Crime', 'Thriller']"
 Uncharted,"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.",6.3,"['Action', 'Adventure']"
 Unknown,"When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is.",6.8,"['Action', 'Mystery', 'Thriller']"
 The A-Team,"A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.",6.7,"['Action', 'Adventure', 'Crime']"
 Batman Forever,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",5.4,"['Action', 'Adventure']"
 Das Boot,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,8.4,"['Drama', 'War']"
 Ice Age: Dawn of the Dinosaurs,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",6.9,"['Animation', 'Adventure', 'Comedy']"
 Paul,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.,6.9,"['Adventure', 'Comedy', 'Sci-Fi']"
 Birds of Prey,"After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress, and Renee Montoya to save a young girl from an evil crime lord.",6.1,"['Action', 'Comedy', 'Crime']"
 Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",7.8,"['Biography', 'Drama', 'Music']"
 21,"Inspired by real events and people, 21 is about six MIT students who become trained to be experts in card counting in Black Jack and subsequently took Vegas casinos for millions in winnings.",6.8,"['Crime', 'Drama', 'Thriller']"
 Mission: Impossible - Dead Reckoning Part One,Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,7.7,"['Action', 'Adventure', 'Thriller']"
 Perfume: The Story of a Murderer,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",7.5,"['Crime', 'Drama', 'Fantasy']"
 Bridget Jones's Diary,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,6.8,"['Comedy', 'Drama', 'Romance']"
 Noah,Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,5.8,"['Action', 'Adventure', 'Drama']"
 Total Recall,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",6.2,"['Action', 'Adventure', 'Sci-Fi']"
 War Dogs,"Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",7.1,"['Biography', 'Comedy', 'Crime']"
 The Lighthouse,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,7.4,"['Drama', 'Fantasy', 'Horror']"
 Mad Men,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.",8.7,['Drama']
 Changeling,"After Christine's son goes missing, she reaches out to the LAPD to find him, but when they try to pass off an impostor as her son to quiet public protests, she refuses to accept him or give up hope.",7.7,"['Biography', 'Crime', 'Drama']"
 The Sound of Music,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,8.1,"['Biography', 'Drama', 'Family']"
 RocknRolla,"When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, drawing in the entire London underworld into a feeding frenzy at a time when the old criminal regime is losing turf to a wealthy foreign mob.",7.2,"['Action', 'Crime', 'Thriller']"
 Airplane!,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers.",7.7,['Comedy']
 The Banshees of Inisherin,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",7.7,"['Comedy', 'Drama']"
 Crank,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,6.9,"['Action', 'Crime', 'Thriller']"
 Minions,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",6.4,"['Animation', 'Adventure', 'Comedy']"
